short name,code,complete name,County,District,Community,Village
Dede 2,rRdcXLRTLCk,MARG : Kakata : Dinnita : Dede 2,MARG,Kakata,Dinnita,Dede 2
Dennis Farm,IygTouMhQrJ,MARG : Kakata : Dinnita : Dennis Farm,MARG,Kakata,Dinnita,Dennis Farm
Depelleh,xBZSwyqF6tC,MARG : Kakata : Dinnita : Depelleh,MARG,Kakata,Dinnita,Depelleh
Dinningta Camp 1,dvQ0kW5bMGb,MARG : Kakata : Dinnita : Dinningta Camp 1,MARG,Kakata,Dinnita,Dinningta Camp 1
Dinningta Camp 2,AixYrXQAzkc,MARG : Kakata : Dinnita : Dinningta Camp 2,MARG,Kakata,Dinnita,Dinningta Camp 2
Dinningta Camp 3,NUB20QRFWqn,MARG : Kakata : Dinnita : Dinningta Camp 3,MARG,Kakata,Dinnita,Dinningta Camp 3
Dorkai,MXhsFXXueue,MARG : Kakata : Dinnita : Dorkai,MARG,Kakata,Dinnita,Dorkai
Doumoh,FJz0D5Z9YY8,MARG : Kakata : Dinnita : Doumoh,MARG,Kakata,Dinnita,Doumoh
Dukuly Farm,QFdAQZpIJk9,MARG : Kakata : Dinnita : Dukuly Farm,MARG,Kakata,Dinnita,Dukuly Farm
Dwadee,MpDwAEKBEEk,MARG : Kakata : Dinnita : Dwadee,MARG,Kakata,Dinnita,Dwadee
Emmett Harmon Camp,eIvhAo7IFcd,MARG : Kakata : Dinnita : Emmett Harmon Camp,MARG,Kakata,Dinnita,Emmett Harmon Camp
Fahn Bormah,CHYTGBrWdi4,MARG : Kakata : Dinnita : Fahn Bormah,MARG,Kakata,Dinnita,Fahn Bormah
Fahn Kpolu,AXQZbbzPAYr,MARG : Kakata : Dinnita : Fahn Kpolu,MARG,Kakata,Dinnita,Fahn Kpolu
Fahn Paper,EJQfnlXbl4t,MARG : Kakata : Dinnita : Fahn Paper,MARG,Kakata,Dinnita,Fahn Paper
Fahn Sulonkporlor,xKKYOiErJnS,MARG : Kakata : Dinnita : Fahn Sulonkporlor,MARG,Kakata,Dinnita,Fahn Sulonkporlor
Fallah Kerkulah,FrIL8AVXoOB,MARG : Kakata : Dinnita : Fallah Kerkulah,MARG,Kakata,Dinnita,Fallah Kerkulah
Fatu,DN5xpfegERy,MARG : Kakata : Dinnita : Fatu,MARG,Kakata,Dinnita,Fatu
Flomo,MPbpZBPrBWz,MARG : Kakata : Dinnita : Flomo,MARG,Kakata,Dinnita,Flomo
Fornutolee,uNr4Y03fQtK,MARG : Kakata : Dinnita : Fornutolee,MARG,Kakata,Dinnita,Fornutolee
Gamokpolligan,GwIpGdIUf1s,MARG : Kakata : Dinnita : Gamokpolligan,MARG,Kakata,Dinnita,Gamokpolligan
Gbakey,vIh8BA6PslD,MARG : Kakata : Dinnita : Gbakey,MARG,Kakata,Dinnita,Gbakey
Gbanjah,UJgh0cOFLfC,MARG : Kakata : Dinnita : Gbanjah,MARG,Kakata,Dinnita,Gbanjah
Gbargbo,FKSiTFuLw8k,MARG : Kakata : Dinnita : Gbargbo,MARG,Kakata,Dinnita,Gbargbo
Gbaynie,KlIABdjiYvK,MARG : Kakata : Dinnita : Gbaynie,MARG,Kakata,Dinnita,Gbaynie
Geekay,LhB3d8J0tba,MARG : Kakata : Dinnita : Geekay,MARG,Kakata,Dinnita,Geekay
George Marnwenh,OBpYUOL0I69,MARG : Kakata : Dinnita : George Marnwenh,MARG,Kakata,Dinnita,George Marnwenh
George Porte,pKzqE2IwISe,MARG : Kakata : Dinnita : George Porte,MARG,Kakata,Dinnita,George Porte
Gissi Camp,e27bHZc4sqa,MARG : Kakata : Dinnita : Gissi Camp,MARG,Kakata,Dinnita,Gissi Camp
Gorlehalay,xysABwzzubo,MARG : Kakata : Dinnita : Gorlehalay,MARG,Kakata,Dinnita,Gorlehalay
Gornima,GB2l4cdxeMW,MARG : Kakata : Dinnita : Gornima,MARG,Kakata,Dinnita,Gornima
Gorquelleh,L0qK11AoqyM,MARG : Kakata : Dinnita : Gorquelleh,MARG,Kakata,Dinnita,Gorquelleh
Henry Padmoore,OkiOBc68jIY,MARG : Kakata : Dinnita : Henry Padmoore,MARG,Kakata,Dinnita,Henry Padmoore
Henry Sander,IPAnc1fTCam,MARG : Kakata : Dinnita : Henry Sander,MARG,Kakata,Dinnita,Henry Sander
Higgins,HI8UqWJCY7B,MARG : Kakata : Dinnita : Higgins,MARG,Kakata,Dinnita,Higgins
J. K. Dadzie,PvFd6KM5Ac6,MARG : Kakata : Dinnita : J. K. Dadzie,MARG,Kakata,Dinnita,J. K. Dadzie
Jalamu,ziJuYcUqmhl,MARG : Kakata : Dinnita : Jalamu,MARG,Kakata,Dinnita,Jalamu
James Padmoore,obdtrshO8Re,MARG : Kakata : Dinnita : James Padmoore,MARG,Kakata,Dinnita,James Padmoore
James Perkins,SaUAxnphH0m,MARG : Kakata : Dinnita : James Perkins,MARG,Kakata,Dinnita,James Perkins
James Urey,Lj9m8H4juWN,MARG : Kakata : Dinnita : James Urey,MARG,Kakata,Dinnita,James Urey
Jehjeh,ersenJUHtWB,MARG : Kakata : Dinnita : Jehjeh,MARG,Kakata,Dinnita,Jehjeh
Joe Padmoore,jA5btdajLKS,MARG : Kakata : Dinnita : Joe Padmoore,MARG,Kakata,Dinnita,Joe Padmoore
John Dennis,VAsbENvNSdl,MARG : Kakata : Dinnita : John Dennis,MARG,Kakata,Dinnita,John Dennis
John K. Tokpah,nvoLWQgCQt4,MARG : Kakata : Dinnita : John K. Tokpah,MARG,Kakata,Dinnita,John K. Tokpah
John Penneh Farm,raXkpz0DyzE,MARG : Kakata : Dinnita : John Penneh Farm,MARG,Kakata,Dinnita,John Penneh Farm
Johnny,WazAh8Up4Cr,MARG : Kakata : Dinnita : Johnny,MARG,Kakata,Dinnita,Johnny
Jorkporlorsu,V8BGTrcjX4h,MARG : Kakata : Dinnita : Jorkporlorsu,MARG,Kakata,Dinnita,Jorkporlorsu
Joseph,QV4tU6a7S94,MARG : Kakata : Dinnita : Joseph,MARG,Kakata,Dinnita,Joseph
Juakaiway,rhdI9fNkQH4,MARG : Kakata : Dinnita : Juakaiway,MARG,Kakata,Dinnita,Juakaiway
July Fahn,nPB4hzzFVdS,MARG : Kakata : Dinnita : July Fahn,MARG,Kakata,Dinnita,July Fahn
Junior Padmoore,eG5Ohq4HMcq,MARG : Kakata : Dinnita : Junior Padmoore,MARG,Kakata,Dinnita,Junior Padmoore
Karnga,HLWVdtZg9fX,MARG : Kakata : Dinnita : Karnga,MARG,Kakata,Dinnita,Karnga
Kellen,wlbBnMVacY3,MARG : Kakata : Dinnita : Kellen,MARG,Kakata,Dinnita,Kellen
Kindemah,So7OlaKrKnX,MARG : Kakata : Dinnita : Kindemah,MARG,Kakata,Dinnita,Kindemah
Kolleh,uyoqQhTrHPb,MARG : Kakata : Dinnita : Kolleh,MARG,Kakata,Dinnita,Kolleh
Konatee,pgbB2GCrWip,MARG : Kakata : Dinnita : Konatee,MARG,Kakata,Dinnita,Konatee
Kono,TF2tFueCVrI,MARG : Kakata : Dinnita : Kono,MARG,Kakata,Dinnita,Kono
Konokai,sBlrkV4QjFR,MARG : Kakata : Dinnita : Konokai,MARG,Kakata,Dinnita,Konokai
Korpo,YjSIMPbXEwC,MARG : Kakata : Dinnita : Korpo,MARG,Kakata,Dinnita,Korpo
Koto,kr8qtGgKkN5,MARG : Kakata : Dinnita : Koto,MARG,Kakata,Dinnita,Koto
Kpinkpah Duwana,NKP40ceXUQ0,MARG : Kakata : Dinnita : Kpinkpah Duwana,MARG,Kakata,Dinnita,Kpinkpah Duwana
Kpoinmah,ZEf0h8tHdq5,MARG : Kakata : Dinnita : Kpoinmah,MARG,Kakata,Dinnita,Kpoinmah
Kuluya,of7LvZCk4a0,MARG : Kakata : Dinnita : Kuluya,MARG,Kakata,Dinnita,Kuluya
Kwetagba,kv80p0TPwIQ,MARG : Kakata : Dinnita : Kwetagba,MARG,Kakata,Dinnita,Kwetagba
Leo Pennoh,xFdkimr86J1,MARG : Kakata : Dinnita : Leo Pennoh,MARG,Kakata,Dinnita,Leo Pennoh
Lorma Village,G5gIwRR0jsq,MARG : Kakata : Dinnita : Lorma Village,MARG,Kakata,Dinnita,Lorma Village
Malonkai,U70RU7zVsIo,MARG : Kakata : Dinnita : Malonkai,MARG,Kakata,Dinnita,Malonkai
